7101.07	0.00388745
7102.02	0.00691158
7102.72	-0.000424658
7103.43	-0.00128606
7104.38	0.00605463
7104.85	0.0103725
7105.68	0.00692144
7105.91	0.00346883
7106.97	0.00131342
7108.03	0.00520118
7109.33	0.00606799
7110.39	0.00348092
7111.1	0.00823104
7112.04	0.00564365
7113.22	0.0030569
7113.81	0.00478511
7114.28	0.00867129
7115.46	0.00522122
7116.4	0.00436046
7117.35	0.0082479
7118.41	0.0112724
7118.88	0.00782038
7119.12	0.0112743
7119.71	0.0147291
7120.66	0.0125734
7120.9	0.0194805
7121.72	0.020346
7121.73	0.0242309
7122.2	0.0289804
7122.56	0.032003
7122.68	0.0354565
7123.27	0.0380481
7123.51	0.0423653
7123.88	0.0497044
7124.23	0.0548852
7124.71	0.0617929
7125.07	0.0652471
7125.31	0.0695643
7125.67	0.0743135
7126.14	0.0773364
7126.03	0.0825159
7126.86	0.0825182
7127.57	0.08511
7128.16	0.0877015
7128.98	0.0881354
7129.34	0.0920213
7129.81	0.0941808
7130.05	0.0959081
7130.52	0.0959093
7130.52	0.0959093
7131.35	0.0963432
7131.82	0.0976395
7132.29	0.0963458
7133.12	0.0972113
7133.59	0.0946226
7133.94	0.092897
7134.88	0.0933312
7135.35	0.0898792
7135.82	0.0903121
7136.65	0.089451
7137.12	0.0877257
7137.71	0.0851374
7138.17	0.082117
7139	0.0812559
7139.71	0.0816895
7140.06	0.0799638
7140.41	0.0765116
7141	0.0743549
7141.47	0.0717662
7142.65	0.0752226
7143.83	0.0743625
7144.65	0.0739331
7145.36	0.0747983
7146.06	0.0717786
7146.77	0.0704855
7147.59	0.0691928
7148.3	0.0657415
7148.88	0.0622898
7149.35	0.0605645
7149.71	0.0618604
7150.53	0.0597043
7150.88	0.057547
7151.59	0.053664
7151.83	0.0566862
7152.54	0.0584148
7153.36	0.0553954
7153.47	0.0519425
7154.18	0.0497861
7155	0.0484934
7155.83	0.0493589
7157.24	0.0489311
7157.83	0.0489327
7158.66	0.0515248
7159.49	0.0536853
7160.55	0.0519616
7161.49	0.0515325
7162.43	0.0536933
7163.14	0.0515369
7163.84	0.0485172
7164.55	0.0498141
7165.15	0.0524056
7166.21	0.0519768
7167.51	0.0545703
7168.33	0.0545725
7168.57	0.0575947
7169.4	0.0601869
7170.1	0.0593255
7170.93	0.061486
7171.76	0.0640781
7172.59	0.0662387
7172.94	0.0683979
7174.47	0.0666754
7175.07	0.0688353
7176.01	0.0722911
7176.72	0.0701347
7177.31	0.0684097
7178.25	0.0692755
7178.84	0.0714354
7179.55	0.0740272
7180.37	0.0710079
7181.2	0.0679885
7181.67	0.0666948
7181.67	0.0666948
7182.49	0.069287
7182.97	0.0718782
7183.91	0.0718807
7185.09	0.0718839
7185.33	0.0736112
7186.27	0.0705921
7187.33	0.0727533
7187.92	0.0701649
7188.62	0.0675769
7189.45	0.0684424
7190.04	0.0710339
7190.52	0.0731935
7191.34	0.0697425
7192.52	0.0697457
7193.34	0.0710429
7193.93	0.0680228
7194.99	0.0671624
7196.05	0.0654386
7196.88	0.0654409
7197.47	0.069759
7198.06	0.0663074
7198.53	0.064582
7199.47	0.0654479
7199.94	0.069334
7201	0.066747
7201.59	0.0680435
7202.89	0.0641621
7204.07	0.0684819
7204.89	0.0645992
7205.72	0.0620115
7206.66	0.0650356
7207.48	0.0581313
7208.78	0.0598615
7210.31	0.0577073
7211.14	0.0611628
7211.73	0.0590061
7212.67	0.059872
7213.73	0.054695
7214.32	0.0572865
7214.91	0.0559931
7216.56	0.0581558
7218.21	0.0585919
7218.8	0.0560036
7219.98	0.0560068
7221.04	0.0573046
7222.57	0.0573088
7223.99	0.0599025
7225.28	0.0590427
7225.4	0.0607696
7226.46	0.0555926
7227.29	0.0586164
7227.99	0.0568917
7229.06	0.0586212
7230.12	0.0590557
7231.53	0.0564696
7232.24	0.0573348
7232.72	0.0620843
7233.77	0.0556123
7234.72	0.0616581
7235.42	0.0586384
7236.25	0.0564823
7236.72	0.0573469
7237.67	0.0603711
7238.49	0.0586467
7239.08	0.0612382
7240.02	0.0577875
7241.09	0.0599486
7242.85	0.0599534
7243.68	0.0599556
7244.38	0.0582309
7245.68	0.0569394
7246.51	0.0595316
7247.68	0.0565132
7248.63	0.0608323
7249.69	0.0595402
7250.04	0.0578145
7250.04	0.0578145
7250.87	0.059975
7252.29	0.0617055
7253.46	0.0591187
7253.7	0.0569611
7254.88	0.0604175
7256.06	0.0604207
7256.65	0.0617172
7257.36	0.0599925
7258.3	0.0634483
7259.24	0.0604293
7259.72	0.0634521
