6382.2886	0.01659138
6383.53	0.018675923
6384.101	0.02405243
6385.086	0.02954406
6386.267	0.04726474
6387.212	0.068397984
6388.1562	0.112140514
6388.824	0.15928465
6389.551	0.22383699
6389.923	0.28307313
6390.256	0.3422983
6390.5293	0.4032462
6390.8037	0.4485415
6391.059	0.46426535
6391.4736	0.44177118
6391.7314	0.39836305
6391.9893	0.34104154
6392.228	0.28023615
6392.525	0.236839
6392.941	0.1743438
6393.3765	0.122289136
6393.7515	0.09978401
6394.4614	0.073893726
6395.2896	0.06194974
6396.2944	0.06049015
6397.417	0.06775933
6398.48	0.09066464
6400.0537	0.15545271
6400.6826	0.19215082
6401.5864	0.26892674
6401.9585	0.3316412
6402.387	0.45698246
6402.776	0.61187875
6403.144	0.7789438
6403.376	0.90249103
6403.6294	0.97908604
6403.7866	0.99652165
6404.004	0.977451
6404.2227	0.91664016
6404.323	0.8523181
6404.524	0.7619358
6404.745	0.6332971
6405.046	0.48554936
6405.405	0.3586882
6405.6836	0.27180618
6405.962	0.2092726
6406.3975	0.15026122
6406.6543	0.12250567
6407.03	0.09478302
6407.4443	0.077506386
6407.9375	0.056773327
6408.5483	0.048247393
6409.337	0.031074917
6409.9673	0.029511167
6411.012	0.017627485
6413.0215	0.014708301
